Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1994,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,4,,horn products,,,W
1994,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,6,,trophies,,,U
1994,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,5,,trophies,,,W
1994,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,CN,2,,horn products,,,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,AT,RU,KZ,,1,trophies,,H,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,US,RU,,1,trophies,,T,U
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DK,RU,KZ,,6,trophies,,H,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,FR,RU,KZ,,1,trophies,,H,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,CN,,,1100,derivatives,boxes,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,CN,,,12,derivatives,cartons,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,MY,XX,,948.4,horns,kg,T,U
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,IT,RU,,,1,trophies,,P,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,399,derivatives,cartons,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,116,,derivatives,,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,XX,,100,horns,kg,T,O
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,XX,1150,,horns,kg,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,KR,JP,XX,,1000,horns,kg,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MO,CN,,,50,derivatives,cartons,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,900.2,horns,kg,T,O
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,40.6,horns,kg,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,XX,,11,,derivatives,bags,,I
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,RU,US,XX,,1,specimens,,,U
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,HK,RU,260,,horns,kg,T,O
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,HK,UA,100,,horns,kg,T,O
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,HK,XX,200,,horns,kg,T,U
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,HK,XX,3030,,horns,kg,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,RU,KZ,3500,4200,horns,kg,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,66,,derivatives,,,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,5000,,derivatives,,T,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,KZ,,15,trophies,,H,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,XX,3,,trophies,,,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,,11,specimens,,S,W
1995,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,6,,trophies,,,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,HK,XX,,40,horns,kg,T,O
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,US,XX,,1,specimens,,S,O
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CH,MY,CN,,1,trophies,,P,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,HK,RU,1850,,horns,kg,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,HK,XX,,1,horns,kg,T,O
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,,,2700,horns,kg,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DK,KZ,,7,,skins,,H,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DK,KZ,,7,,skulls,,H,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,CN,,,100,derivatives,boxes,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,CN,,,145,derivatives,cartons,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,614,derivatives,cartons,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,2.5,3,derivatives,kg,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,1000,1695,horns,kg,T,O
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MO,CN,,,13,derivatives,cartons,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MX,RU,,,2,trophies,,H,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,CN,,,130,derivatives,cartons,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,PL,RU,,,50,live,,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,PL,RU,,50,,live,,,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,200,derivatives,cartons,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,RU,KZ,,360,horns,kg,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,RU,,,2700,horns,kg,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CA,XX,20,,derivatives,,S,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CA,XX,1,,horn products,,,I
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,24,,derivatives,,T,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,110,,derivatives,,,I
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,DE,,1,,live,,T,C
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,DE,,,1,live,,Z,C
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,24,,derivatives,,T,I
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,1,,derivatives,,,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,,1999,,derivatives,,T,I
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,KZ,,2,trophies,,H,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,,5,trophies,,H,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,2,,trophies,,,W
1996,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,XX,,2,,trophies,,,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,AT,RU,KZ,,4,trophies,,H,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CH,RU,KZ,,4,trophies,,H,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,RU,,30,,live,,B,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,RU,,,30,live,,N,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CZ,RU,UA,,12,live,,Z,C
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,PL,RU,4,,live,,Z,C
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,PL,RU,,4,live,,Z,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,KZ,,21,trophies,,H,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,,1,,skins,,H,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,,1,,skulls,,H,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DK,RU,KZ,,2,trophies,,H,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,RU,KZ,,3230,specimens,,S,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,CN,,,120,derivatives,cartons,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,RU,KZ,,1200,horns,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,RU,,610,,horns,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,,200,horns,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,200,,horn scraps,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,1185,derivatives,cartons,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,650,,derivatives,kg,T,O
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,650,derivatives,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,366,,derivatives,,T,O
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,156639,218400,derivatives,,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,300,300,horns,kg,T,O
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,XX,,1040,horns,kg,T,O
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,XX,1040,,horns,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,US,RU,,1,trophies,,S,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MO,CN,,,10,derivatives,cartons,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,HK,XX,50,,horn products,kg,T,O
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,KZ,,50,horns,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,RU,50,,horn products,kg,T,O
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,9,horns,kg,T,O
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NL,CN,,3,,horns,,,I
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NL,US,,6,,horns,,,I
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,HK,RU,600,600,horns,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,MY,XX,,87.845,horns,kg,T,O
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,MY,XX,97.85,,horns,kg,T,U
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,RU,KZ,1823,1600,horns,kg,T,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,116,,derivatives,,T,I
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,4,,derivatives,,,I
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,10,,derivatives,,,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,CN,388,,horn products,,T,I
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KE,XX,5,,derivatives,,,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,KZ,,9,trophies,,H,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,XX,2,,trophies,,,W
1997,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,XX,CN,5,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,AT,RU,KZ,,8,trophies,,H,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,AT,RU,KZ,4,,trophies,,P,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,BE,RU,KZ,2,2,trophies,,H,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,RU,,,4,skeletons,,P,O
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CH,RU,KZ,,1,trophies,,H,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,JP,CN,,5712,derivatives,,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CZ,CA,XX,1,,derivatives,,E,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,KZ,,13,trophies,,H,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DK,RU,KZ,,3,trophies,,H,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,FI,EE,,,2,trophies,,H,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,FR,KZ,,1,,trophies,,H,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,FR,RU,KZ,,1,trophies,,H,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,HK,XX,40,40,horns,kg,T,O
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,30,,bones,,S,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,6000,,specimens,ml,S,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,2000,,teeth,,S,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,RU,KZ,500,,horns,kg,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,US,XX,,1,specimens,,,O
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,CN,,,19950,derivatives,boxes,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,809,975,derivatives,cartons,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,640,derivatives,kg,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,221442,315277,derivatives,,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,10,10,horns,kg,T,O
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,US,RU,1,,bodies,,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,KR,US,CN,,10,derivatives,,P,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,1000,1055,horns,kg,T,O
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NL,US,,1,,horns,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NO,GB,KZ,,30,bones,,S,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NO,GB,KZ,,1000,teeth,,S,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,XX,236,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,XX,2,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,XX,1,,horns,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,KR,XX,1,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,TW,XX,2,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,138,derivatives,cartons,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,HK,KZ,500,500,horns,kg,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,24,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,13,,derivatives,,T,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,46,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,1,,derivatives,,,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,4,,horn carvings,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,1,,horn carvings,,,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,ES,,1,,horns,,T,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,NZ,1500,,horn carvings,,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,150,,derivatives,kg,T,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,20,,horn carvings,kg,T,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,5100,,horn carvings,,T,O
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,,576,horns,kg,T,O
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,2334,,horns,,T,U
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,ID,CN,20,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,CN,46,,derivatives,,,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,RE,11,,derivatives,,T,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,,4,,derivatives,,,W
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,MY,CN,2,,derivatives,,,I
1998,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,,30,specimens,,S,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,CN,,,40,derivatives,cartons,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,RU,,,40,live,,B,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,RU,,40,,live,,S,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CZ,RU,UA,3,3,live,,Z,C
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,KZ,2,,skins,,H,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,KZ,2,,skulls,,H,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,KZ,,5,trophies,,H,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,RU,,,1,trophies,,H,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DK,RU,KZ,,1,trophies,,H,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,174,741,derivatives,cartons,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,640,,derivatives,kg,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,166852,220800,derivatives,,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,CN,,,140,derivatives,boxes,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,40.1,horns,kg,T,O
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,200,,derivatives,,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,4142,,derivatives,,,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,30,,horn pieces,,,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,10,,horns,,,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,,6,,derivatives,,,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,,7,,horn pieces,,,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,MY,,5,,derivatives,,,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,RU,MN,,,35,specimens,,S,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,300,derivatives,cartons,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,252,derivatives,g,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,MY,KZ,42,,horns,kg,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,MY,XX,40,40,horns,kg,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,MY,XX,,42,horn products,kg,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,,200,derivatives,cartons,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,48,,derivatives,,P,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,150,,derivatives,,T,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,48,,derivatives,,T,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,270,,derivatives,,,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,100,200,horns,kg,T,O
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,308,,horns,,T,I
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KZ,,1,,trophies,,,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,KZ,,1,trophies,,H,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,30,,specimens,,,W
1999,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,,1,trophies,,P,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,CN,,,1500,derivatives,boxes,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CZ,RU,UA,,7,live,,Z,C
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CZ,RU,,,2,horns,,Q,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CZ,UA,,7,,live,,Z,C
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,HK,XX,1,,derivatives,,,I
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,CN,,,500,derivatives,boxes,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,CN,,,10,powder,kg,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,MY,XX,100,,horns,kg,T,O
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,MY,XX,138.6,338.6,horns,kg,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,,658.7,horns,kg,T,O
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,658.7,,horns,kg,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,497376,derivatives,bags,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,7,derivatives,bottles,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,930,derivatives,cartons,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,242,572,derivatives,kg,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,313250,262020,derivatives,,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,,45.4,horns,kg,T,O
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,15.4,,horns,kg,,O
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,96.092,horns,kg,T,O
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,90,,horns,kg,T,W
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NO,CN,,30,,derivatives,,P,I
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,XX,180,,derivatives,,P,U
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,XX,12,,derivatives,,,I
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,XX,100,,horn pieces,,,I
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,XX,13,,derivatives,,,I
2000,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,JP,XX,2,,derivatives,,,I
