Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,XX,,9000,derivatives,,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,176.73378,285.2602,horns,kg,T,W
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,,500,horns,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,,350,,horns,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,XX,,0.68,horns,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,,0.68,,horns,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,HK,XX,,10,horns,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,HK,XX,10,,trophies,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,298,horns,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,,45,,horns,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,,132,,trophies,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,103.84,,derivatives,g,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,1.527,,derivatives,kg,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,0.25,,derivatives,l,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,3905,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,2700,,derivatives,,T,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,,0.12,,derivatives,g,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,,44,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,ID,,16,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,KR,,0.14,,derivatives,g,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,KR,,0.11,,derivatives,kg,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,KR,,21,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,XX,,30,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,JP,,,0.18,derivatives,g,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TW,JP,,,0.498,derivatives,kg,T,O
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,2269,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,2200,,derivatives,,T,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,1,,horns,,T,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,416,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,456,,derivatives,,T,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,CN,10,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,CN,1,,horns,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,6,,derivatives,,M,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,4,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,41,,derivatives,,P,I
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,MN,,16,9,specimens,,S,W
2009,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,XX,,24,,derivatives,,P,I
2010,II,Saiga borealis,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,110,,derivatives,g,P,I
2010,II,Saiga borealis,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,21,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,KR,XX,,4216.455,derivatives,g,T,W
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ES,RU,,,1,trophies,,E,C
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,12.216,derivatives,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,12.22,,derivatives,kg,,
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,RU,1520,1520,horns,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,1587.29,1756.99,horns,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,HK,CN,,14.828,derivatives,kg,,
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,95.71,derivatives,kg,T,W
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,9000,,derivatives,,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,288,horns,g,T,W
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,14.31,,horns,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,122.223,274.362,horns,kg,T,W
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,,120,,horns,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,120,horns,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,,80,,live,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,1055,,derivatives,g,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,60,,derivatives,ml,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,9030,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,CN,,1500,,derivatives,,T,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,,140,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,,300,,horn pieces,g,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,ID,,0.05,,derivatives,g,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,KR,,316.51,,derivatives,g,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,KR,,19,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,MY,,45,,derivatives,g,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,SG,,12,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,SG,,1,,horns,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,US,,0.24,,derivatives,g,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,VN,,25,,derivatives,g,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,34.461,73.357,horns,kg,T,W
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,JP,,,0.571,derivatives,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,JP,,,0.12,derivatives,kg,T,O
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CA,XX,1,,horns,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,840,,derivatives,g,T,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,270,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,740.97,,derivatives,,T,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,295,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,2,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,25,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,30,,derivatives,,T,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,SG,XX,40,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,XX,700,,derivatives,,P,I
2010,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,XX,,32,,derivatives,,P,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,AT,RU,,,1,bodies,,Q,F
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,CN,,,3509,horns,g,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,KR,CN,4216.455,,horns,g,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,1616,derivatives,g,T,O
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,14.87918,derivatives,kg,T,O
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,13.78,,medicine,kg,,
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,2355,2250,horns,kg,T,O
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,HK,CN,,21.8286,medicine,kg,,
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,19223.7,,derivatives,g,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,119.802,,derivatives,kg,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,206168.7,horns,g,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,102.04,horns,kg,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,,432,horns,,T,O
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,,432,,horns,kg,T,O
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,KR,CN,CN,,4216.455,horns,g,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,KR,CN,,4.216455,,horns,kg,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,20,horns,kg,T,O
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,14760,,horns,g,M,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,9520,,horns,g,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,4.43,,horns,kg,M,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,150.057,horns,kg,T,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,JP,,,614.93,derivatives,g,T,O
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,615,,derivatives,,P,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,257,,derivatives,,T,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,3,,horns,,P,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,180,,derivatives,,P,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,DE,CN,3,,derivatives,,P,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,GB,XX,1,,specimens,,P,W
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,GB,XX,,1,trophies,,T,U
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,5,,derivatives,kg,T,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,10,,derivatives,,P,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,543,,derivatives,,T,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,JP,XX,1,,derivatives,,P,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,CN,4,,derivatives,,P,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,20,,derivatives,,T,I
2011,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,XX,,14,,derivatives,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,AT,RU,,1,,trophies,,Q,F
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,CN,,,408,horns,g,T,W
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,11317.75,derivatives,g,T,O
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,13.55,,medicine,kg,,
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,,70,horns,kg,T,O
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,,70,,horns,kg,T,O
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,HK,CN,,10964.8,medicine,g,,
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,23733,71168,horns,g,T,W
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,127.088,248.989,horns,kg,T,W
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,,70,,horns,kg,T,O
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,XX,,4,horns,kg,T,O
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,,4,,horns,kg,T,O
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,KR,US,CN,,7,derivatives,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,KR,US,XX,,2,derivatives,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,2435.3,,horns,g,T,W
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,19.11,142.138,horns,kg,T,W
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,JP,,,271.57,derivatives,g,T,O
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,JP,,,120.45,derivatives,g,T,O
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,1,,horns,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,488,,medicine,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,399,,medicine,,T,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,3,,horns,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,1,,medicine,kg,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,142,,medicine,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,DE,CN,1,,medicine,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,1,,horns,,P,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,XX,100,,horns,kg,T,O
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,100,horns,kg,T,O
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,20936.46,medicine,g,T,O
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,23.987,,medicine,kg,,
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,HK,CN,,75000,medicine,,,
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,11520,111520,medicine,g,T,W
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,152.984,1.24,medicine,kg,T,W
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,,140,,horns,kg,T,O
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,XX,,300,horns,kg,T,O
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,,150,,horns,kg,T,O
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,18450,,horns,g,T,W
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,1329,medicine,g,T,W
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,JP,,,471.62,medicine,g,T,O
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,CN,,,2085,medicine,g,T,W
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,600,,medicine,g,P,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,387,,medicine,,P,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,100,,medicine,,T,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,3,,medicine,,P,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,10,,medicine,,T,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,25.3,,medicine,kg,T,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,10,,medicine,,P,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,SG,XX,40,,medicine,,P,I
2013,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,XX,10,,medicine,,P,I
2014,II,Saiga borealis,Mammalia,Artiodactyla,Bovidae,Saiga,US,MN,,,39,hair,,S,W
2014,II,Saiga borealis,Mammalia,Artiodactyla,Bovidae,Saiga,US,MN,,,73,skin pieces,,S,
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,CN,,,1.305,medicine,kg,T,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,26448.68,medicine,g,T,O
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,22.094,,medicine,kg,,
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,,670,horns,kg,T,O
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,HK,CN,,15600,medicine,,,
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,59412.2,115172.2,medicine,g,T,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,90.04,,medicine,kg,T,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,XX,,170,horns,kg,T,O
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,,170,,horns,kg,T,O
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,3,horns,kg,T,O
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,15179,,horns,g,T,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,1303,medicine,g,T,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,JP,,,821.63,medicine,g,T,O
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,CN,,,2607,medicine,g,T,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,JP,,,120.5,medicine,g,T,O
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,112,,medicine,g,P,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,385,,medicine,,P,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,12,,medicine,,T,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,386,,medicine,g,P,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,260,,medicine,g,T,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,29,,medicine,,P,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,5,,medicine,,P,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,10,,medicine,,T,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,9,,medicine,,P,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,50,,medicine,,T,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,PH,CN,2,,medicine,,P,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,,1,trophies,,E,C
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,1,,trophies,,E,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,SG,CN,,22.14,horns,g,T,W
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,SG,XX,370,,medicine,,P,I
2014,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,CN,3,,medicine,,P,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,DE,KZ,,336,636,specimens,,S,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,,90,specimens,,S,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,22930.43,medicine,g,T,O
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,27.28506,,medicine,kg,,
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,KZ,249.34,339.34,horns,kg,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,,35.18,horns,kg,T,O
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,HK,CN,,5000,medicine,,,
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,,111520,horns,g,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,55760,,medicine,g,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,93.465,74.52,medicine,kg,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,,181,horns,kg,T,O
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,,181,,horns,kg,T,O
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,KZ,,,15,specimens,,S,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,KZ,50,110,horns,kg,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,RU,3,,powder,kg,T,O
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,XX,,0.3,horns,kg,T,O
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,MY,SG,,0.3,,horn pieces,kg,T,O
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,8722,,horns,g,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,11.629,25.803,horns,kg,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,2606,medicine,g,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,107.749,medicine,kg,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,HK,KZ,8.33,8.33,horns,kg,T,W
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,JP,,,120.34,medicine,g,T,O
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,1,,horns,,P,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,18,,medicine,g,P,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,198,,medicine,,P,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,60,,medicine,,T,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,2,,horns,,P,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,0.05,,medicine,kg,T,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,42,,medicine,,P,I
